Municipios;Sexo;Periodo;Total
18057 Cúllar Vega;Total;1998;3.080
18057 Cúllar Vega;Total;1997;""
18057 Cúllar Vega;Total;1996;2.656
18057 Cúllar Vega;Hombres;2022;3.890
18057 Cúllar Vega;Hombres;2021;3.927
18057 Cúllar Vega;Hombres;2020;3.833
18057 Cúllar Vega;Hombres;2019;3.779
18057 Cúllar Vega;Hombres;2018;3.732
18057 Cúllar Vega;Hombres;2017;3.689
18057 Cúllar Vega;Hombres;2016;3.637
18057 Cúllar Vega;Hombres;2015;3.608
18057 Cúllar Vega;Hombres;2014;3.622
18057 Cúllar Vega;Hombres;2013;3.602
18057 Cúllar Vega;Hombres;2012;3.602
18057 Cúllar Vega;Hombres;2011;3.558
18057 Cúllar Vega;Hombres;2010;3.507
18057 Cúllar Vega;Hombres;2009;3.390
18057 Cúllar Vega;Hombres;2008;3.291
18057 Cúllar Vega;Hombres;2007;3.150
18057 Cúllar Vega;Hombres;2006;2.974
18057 Cúllar Vega;Hombres;2005;2.804
18057 Cúllar Vega;Hombres;2004;2.642
18057 Cúllar Vega;Hombres;2003;2.450
18057 Cúllar Vega;Hombres;2002;2.251
18057 Cúllar Vega;Hombres;2001;2.032
18057 Cúllar Vega;Hombres;2000;1.754
18057 Cúllar Vega;Hombres;1999;1.585
18057 Cúllar Vega;Hombres;1998;1.535
18057 Cúllar Vega;Hombres;1997;""
18057 Cúllar Vega;Hombres;1996;1.319
18057 Cúllar Vega;Mujeres;2022;3.791
18057 Cúllar Vega;Mujeres;2021;3.792
18057 Cúllar Vega;Mujeres;2020;3.714
18057 Cúllar Vega;Mujeres;2019;3.650
18057 Cúllar Vega;Mujeres;2018;3.646
18057 Cúllar Vega;Mujeres;2017;3.641
18057 Cúllar Vega;Mujeres;2016;3.561
18057 Cúllar Vega;Mujeres;2015;3.520
18057 Cúllar Vega;Mujeres;2014;3.517
18057 Cúllar Vega;Mujeres;2013;3.488
18057 Cúllar Vega;Mujeres;2012;3.502
18057 Cúllar Vega;Mujeres;2011;3.461
18057 Cúllar Vega;Mujeres;2010;3.407
18057 Cúllar Vega;Mujeres;2009;3.268
18057 Cúllar Vega;Mujeres;2008;3.212
18057 Cúllar Vega;Mujeres;2007;3.062
18057 Cúllar Vega;Mujeres;2006;2.918
18057 Cúllar Vega;Mujeres;2005;2.752
18057 Cúllar Vega;Mujeres;2004;2.531
18057 Cúllar Vega;Mujeres;2003;2.349
18057 Cúllar Vega;Mujeres;2002;2.173
18057 Cúllar Vega;Mujeres;2001;1.965
18057 Cúllar Vega;Mujeres;2000;1.745
18057 Cúllar Vega;Mujeres;1999;1.586
18057 Cúllar Vega;Mujeres;1998;1.545
18057 Cúllar Vega;Mujeres;1997;""
18057 Cúllar Vega;Mujeres;1996;1.337
18063 Darro;Total;2022;1.652
18063 Darro;Total;2021;1.636
18063 Darro;Total;2020;1.634
18063 Darro;Total;2019;1.599
18063 Darro;Total;2018;1.583
18063 Darro;Total;2017;1.571
18063 Darro;Total;2016;1.557
18063 Darro;Total;2015;1.545
18063 Darro;Total;2014;1.501
18063 Darro;Total;2013;1.444
18063 Darro;Total;2012;1.460
18063 Darro;Total;2011;1.467
18063 Darro;Total;2010;1.462
18063 Darro;Total;2009;1.468
18063 Darro;Total;2008;1.478
18063 Darro;Total;2007;1.470
18063 Darro;Total;2006;1.438
18063 Darro;Total;2005;1.488
18063 Darro;Total;2004;1.490
18063 Darro;Total;2003;1.463
18063 Darro;Total;2002;1.456
18063 Darro;Total;2001;1.474
18063 Darro;Total;2000;1.488
18063 Darro;Total;1999;1.526
18063 Darro;Total;1998;1.521
18063 Darro;Total;1997;""
18063 Darro;Total;1996;1.628
18063 Darro;Hombres;2022;846
18063 Darro;Hombres;2021;832
18063 Darro;Hombres;2020;836
18063 Darro;Hombres;2019;814
18063 Darro;Hombres;2018;805
18063 Darro;Hombres;2017;795
18063 Darro;Hombres;2016;786
18063 Darro;Hombres;2015;772
18063 Darro;Hombres;2014;741
18063 Darro;Hombres;2013;707
18063 Darro;Hombres;2012;716
18063 Darro;Hombres;2011;726
18063 Darro;Hombres;2010;723
18063 Darro;Hombres;2009;740
18063 Darro;Hombres;2008;741
18063 Darro;Hombres;2007;741
18063 Darro;Hombres;2006;717
18063 Darro;Hombres;2005;746
18063 Darro;Hombres;2004;740
18063 Darro;Hombres;2003;726
18063 Darro;Hombres;2002;723
18063 Darro;Hombres;2001;728
18063 Darro;Hombres;2000;739
18063 Darro;Hombres;1999;758
18063 Darro;Hombres;1998;751
18063 Darro;Hombres;1997;""
18063 Darro;Hombres;1996;799
18063 Darro;Mujeres;2022;806
18063 Darro;Mujeres;2021;804
18063 Darro;Mujeres;2020;798
18063 Darro;Mujeres;2019;785
18063 Darro;Mujeres;2018;778
18063 Darro;Mujeres;2017;776
18063 Darro;Mujeres;2016;771
18063 Darro;Mujeres;2015;773
18063 Darro;Mujeres;2014;760
18063 Darro;Mujeres;2013;737
18063 Darro;Mujeres;2012;744
18063 Darro;Mujeres;2011;741
18063 Darro;Mujeres;2010;739
18063 Darro;Mujeres;2009;728
18063 Darro;Mujeres;2008;737
18063 Darro;Mujeres;2007;729
18063 Darro;Mujeres;2006;721
18063 Darro;Mujeres;2005;742
18063 Darro;Mujeres;2004;750
18063 Darro;Mujeres;2003;737
18063 Darro;Mujeres;2002;733
18063 Darro;Mujeres;2001;746
18063 Darro;Mujeres;2000;749
18063 Darro;Mujeres;1999;768
18063 Darro;Mujeres;1998;770
18063 Darro;Mujeres;1997;""
18063 Darro;Mujeres;1996;829
18064 Dehesas de Guadix;Total;2022;404
18064 Dehesas de Guadix;Total;2021;412
18064 Dehesas de Guadix;Total;2020;422
18064 Dehesas de Guadix;Total;2019;419
18064 Dehesas de Guadix;Total;2018;420
18064 Dehesas de Guadix;Total;2017;419
18064 Dehesas de Guadix;Total;2016;426
18064 Dehesas de Guadix;Total;2015;454
18064 Dehesas de Guadix;Total;2014;453
18064 Dehesas de Guadix;Total;2013;458
18064 Dehesas de Guadix;Total;2012;486
18064 Dehesas de Guadix;Total;2011;499
18064 Dehesas de Guadix;Total;2010;433
18064 Dehesas de Guadix;Total;2009;504
18064 Dehesas de Guadix;Total;2008;516
18064 Dehesas de Guadix;Total;2007;531
18064 Dehesas de Guadix;Total;2006;557
18064 Dehesas de Guadix;Total;2005;556
18064 Dehesas de Guadix;Total;2004;574
18064 Dehesas de Guadix;Total;2003;592
18064 Dehesas de Guadix;Total;2002;607
18064 Dehesas de Guadix;Total;2001;621
18064 Dehesas de Guadix;Total;2000;641
18064 Dehesas de Guadix;Total;1999;679
18064 Dehesas de Guadix;Total;1998;694
18064 Dehesas de Guadix;Total;1997;""
18064 Dehesas de Guadix;Total;1996;713
18064 Dehesas de Guadix;Hombres;2022;195
18064 Dehesas de Guadix;Hombres;2021;199
18064 Dehesas de Guadix;Hombres;2020;206
18064 Dehesas de Guadix;Hombres;2019;206
18064 Dehesas de Guadix;Hombres;2018;213
18064 Dehesas de Guadix;Hombres;2017;213
18064 Dehesas de Guadix;Hombres;2016;218
18064 Dehesas de Guadix;Hombres;2015;229
18064 Dehesas de Guadix;Hombres;2014;219
18064 Dehesas de Guadix;Hombres;2013;220
18064 Dehesas de Guadix;Hombres;2012;236
18064 Dehesas de Guadix;Hombres;2011;245
18064 Dehesas de Guadix;Hombres;2010;214
18064 Dehesas de Guadix;Hombres;2009;242
18064 Dehesas de Guadix;Hombres;2008;249
18064 Dehesas de Guadix;Hombres;2007;256
18064 Dehesas de Guadix;Hombres;2006;270
18064 Dehesas de Guadix;Hombres;2005;275
18064 Dehesas de Guadix;Hombres;2004;281
18064 Dehesas de Guadix;Hombres;2003;295
18064 Dehesas de Guadix;Hombres;2002;307
18064 Dehesas de Guadix;Hombres;2001;313
18064 Dehesas de Guadix;Hombres;2000;321
18064 Dehesas de Guadix;Hombres;1999;342
18064 Dehesas de Guadix;Hombres;1998;350
18064 Dehesas de Guadix;Hombres;1997;""
18064 Dehesas de Guadix;Hombres;1996;358
18064 Dehesas de Guadix;Mujeres;2022;209
18064 Dehesas de Guadix;Mujeres;2021;213
18064 Dehesas de Guadix;Mujeres;2020;216
18064 Dehesas de Guadix;Mujeres;2019;213
18064 Dehesas de Guadix;Mujeres;2018;207
18064 Dehesas de Guadix;Mujeres;2017;206
18064 Dehesas de Guadix;Mujeres;2016;208
18064 Dehesas de Guadix;Mujeres;2015;225
18064 Dehesas de Guadix;Mujeres;2014;234
18064 Dehesas de Guadix;Mujeres;2013;238
18064 Dehesas de Guadix;Mujeres;2012;250
18064 Dehesas de Guadix;Mujeres;2011;254
18064 Dehesas de Guadix;Mujeres;2010;219
18064 Dehesas de Guadix;Mujeres;2009;262
18064 Dehesas de Guadix;Mujeres;2008;267
18064 Dehesas de Guadix;Mujeres;2007;275
18064 Dehesas de Guadix;Mujeres;2006;287
18064 Dehesas de Guadix;Mujeres;2005;281
18064 Dehesas de Guadix;Mujeres;2004;293
18064 Dehesas de Guadix;Mujeres;2003;297
18064 Dehesas de Guadix;Mujeres;2002;300
18064 Dehesas de Guadix;Mujeres;2001;308
18064 Dehesas de Guadix;Mujeres;2000;320
18064 Dehesas de Guadix;Mujeres;1999;337
18064 Dehesas de Guadix;Mujeres;1998;344
18064 Dehesas de Guadix;Mujeres;1997;""
18064 Dehesas de Guadix;Mujeres;1996;355
18065 Dehesas Viejas;Total;2022;666
18065 Dehesas Viejas;Total;2021;685
18065 Dehesas Viejas;Total;2020;688
18065 Dehesas Viejas;Total;2019;705
18065 Dehesas Viejas;Total;2018;723
18065 Dehesas Viejas;Total;2017;728
18065 Dehesas Viejas;Total;2016;727
18065 Dehesas Viejas;Total;2015;783
18065 Dehesas Viejas;Total;2014;""
18065 Dehesas Viejas;Total;2013;""
18065 Dehesas Viejas;Total;2012;""
18065 Dehesas Viejas;Total;2011;""
18065 Dehesas Viejas;Total;2010;""
18065 Dehesas Viejas;Total;2009;""
18065 Dehesas Viejas;Total;2008;""
18065 Dehesas Viejas;Total;2007;""
18065 Dehesas Viejas;Total;2006;""
18065 Dehesas Viejas;Total;2005;""
18065 Dehesas Viejas;Total;2004;""
18065 Dehesas Viejas;Total;2003;""
18065 Dehesas Viejas;Total;2002;""
18065 Dehesas Viejas;Total;2001;""
18065 Dehesas Viejas;Total;2000;""
18065 Dehesas Viejas;Total;1999;""
18065 Dehesas Viejas;Total;1998;""
18065 Dehesas Viejas;Total;1997;""
18065 Dehesas Viejas;Total;1996;""
18065 Dehesas Viejas;Hombres;2022;343
18065 Dehesas Viejas;Hombres;2021;356
18065 Dehesas Viejas;Hombres;2020;357
18065 Dehesas Viejas;Hombres;2019;363
18065 Dehesas Viejas;Hombres;2018;367
18065 Dehesas Viejas;Hombres;2017;369
18065 Dehesas Viejas;Hombres;2016;374
18065 Dehesas Viejas;Hombres;2015;399
18065 Dehesas Viejas;Hombres;2014;""
18065 Dehesas Viejas;Hombres;2013;""
18065 Dehesas Viejas;Hombres;2012;""
18065 Dehesas Viejas;Hombres;2011;""
18065 Dehesas Viejas;Hombres;2010;""
18065 Dehesas Viejas;Hombres;2009;""
18065 Dehesas Viejas;Hombres;2008;""
18065 Dehesas Viejas;Hombres;2007;""
18065 Dehesas Viejas;Hombres;2006;""
18065 Dehesas Viejas;Hombres;2005;""
18065 Dehesas Viejas;Hombres;2004;""
18065 Dehesas Viejas;Hombres;2003;""
18065 Dehesas Viejas;Hombres;2002;""
18065 Dehesas Viejas;Hombres;2001;""
18065 Dehesas Viejas;Hombres;2000;""
18065 Dehesas Viejas;Hombres;1999;""
18065 Dehesas Viejas;Hombres;1998;""
18065 Dehesas Viejas;Hombres;1997;""
18065 Dehesas Viejas;Hombres;1996;""
18065 Dehesas Viejas;Mujeres;2022;323
18065 Dehesas Viejas;Mujeres;2021;329
18065 Dehesas Viejas;Mujeres;2020;331
18065 Dehesas Viejas;Mujeres;2019;342
18065 Dehesas Viejas;Mujeres;2018;356
18065 Dehesas Viejas;Mujeres;2017;359
18065 Dehesas Viejas;Mujeres;2016;353
18065 Dehesas Viejas;Mujeres;2015;384
18065 Dehesas Viejas;Mujeres;2014;""
18065 Dehesas Viejas;Mujeres;2013;""
18065 Dehesas Viejas;Mujeres;2012;""
18065 Dehesas Viejas;Mujeres;2011;""
18065 Dehesas Viejas;Mujeres;2010;""
18065 Dehesas Viejas;Mujeres;2009;""
18065 Dehesas Viejas;Mujeres;2008;""
18065 Dehesas Viejas;Mujeres;2007;""
18065 Dehesas Viejas;Mujeres;2006;""
18065 Dehesas Viejas;Mujeres;2005;""
18065 Dehesas Viejas;Mujeres;2004;""
18065 Dehesas Viejas;Mujeres;2003;""
18065 Dehesas Viejas;Mujeres;2002;""
18065 Dehesas Viejas;Mujeres;2001;""
18065 Dehesas Viejas;Mujeres;2000;""
18065 Dehesas Viejas;Mujeres;1999;""
18065 Dehesas Viejas;Mujeres;1998;""
18065 Dehesas Viejas;Mujeres;1997;""
18065 Dehesas Viejas;Mujeres;1996;""
18066 Deifontes;Total;2022;2.615
18066 Deifontes;Total;2021;2.625
18066 Deifontes;Total;2020;2.600
18066 Deifontes;Total;2019;2.627
18066 Deifontes;Total;2018;2.616
18066 Deifontes;Total;2017;2.618
18066 Deifontes;Total;2016;2.622
18066 Deifontes;Total;2015;2.624
18066 Deifontes;Total;2014;2.574
18066 Deifontes;Total;2013;2.571
18066 Deifontes;Total;2012;2.580
18066 Deifontes;Total;2011;2.567
18066 Deifontes;Total;2010;2.528
18066 Deifontes;Total;2009;2.530
18066 Deifontes;Total;2008;2.522
18066 Deifontes;Total;2007;2.483
18066 Deifontes;Total;2006;2.478
18066 Deifontes;Total;2005;2.439
18066 Deifontes;Total;2004;2.395
18066 Deifontes;Total;2003;2.338
18066 Deifontes;Total;2002;2.366
18066 Deifontes;Total;2001;2.369
18066 Deifontes;Total;2000;2.369
18066 Deifontes;Total;1999;2.424
18066 Deifontes;Total;1998;2.415
18066 Deifontes;Total;1997;""
18066 Deifontes;Total;1996;2.539
18066 Deifontes;Hombres;2022;1.320
18066 Deifontes;Hombres;2021;1.329
18066 Deifontes;Hombres;2020;1.318
18066 Deifontes;Hombres;2019;1.325
18066 Deifontes;Hombres;2018;1.311
18066 Deifontes;Hombres;2017;1.320
18066 Deifontes;Hombres;2016;1.317
18066 Deifontes;Hombres;2015;1.321
18066 Deifontes;Hombres;2014;1.297
18066 Deifontes;Hombres;2013;1.301
18066 Deifontes;Hombres;2012;1.311
18066 Deifontes;Hombres;2011;1.299
18066 Deifontes;Hombres;2010;1.272
18066 Deifontes;Hombres;2009;1.288
18066 Deifontes;Hombres;2008;1.290
18066 Deifontes;Hombres;2007;1.274
18066 Deifontes;Hombres;2006;1.276
18066 Deifontes;Hombres;2005;1.254
18066 Deifontes;Hombres;2004;1.233
18066 Deifontes;Hombres;2003;1.191
18066 Deifontes;Hombres;2002;1.192
18066 Deifontes;Hombres;2001;1.186
18066 Deifontes;Hombres;2000;1.181
18066 Deifontes;Hombres;1999;1.212
18066 Deifontes;Hombres;1998;1.206
18066 Deifontes;Hombres;1997;""
18066 Deifontes;Hombres;1996;1.267
18066 Deifontes;Mujeres;2022;1.295
18066 Deifontes;Mujeres;2021;1.296
18066 Deifontes;Mujeres;2020;1.282
18066 Deifontes;Mujeres;2019;1.302
18066 Deifontes;Mujeres;2018;1.305
18066 Deifontes;Mujeres;2017;1.298
18066 Deifontes;Mujeres;2016;1.305
18066 Deifontes;Mujeres;2015;1.303
18066 Deifontes;Mujeres;2014;1.277
18066 Deifontes;Mujeres;2013;1.270
18066 Deifontes;Mujeres;2012;1.269
18066 Deifontes;Mujeres;2011;1.268
18066 Deifontes;Mujeres;2010;1.256
18066 Deifontes;Mujeres;2009;1.242
18066 Deifontes;Mujeres;2008;1.232
18066 Deifontes;Mujeres;2007;1.209
18066 Deifontes;Mujeres;2006;1.202
18066 Deifontes;Mujeres;2005;1.185
18066 Deifontes;Mujeres;2004;1.162
18066 Deifontes;Mujeres;2003;1.147
18066 Deifontes;Mujeres;2002;1.174
18066 Deifontes;Mujeres;2001;1.183
18066 Deifontes;Mujeres;2000;1.188
18066 Deifontes;Mujeres;1999;1.212
18066 Deifontes;Mujeres;1998;1.209
18066 Deifontes;Mujeres;1997;""
18066 Deifontes;Mujeres;1996;1.272
18067 Diezma;Total;2022;763
18067 Diezma;Total;2021;776
18067 Diezma;Total;2020;764
18067 Diezma;Total;2019;764
18067 Diezma;Total;2018;755
18067 Diezma;Total;2017;775
18067 Diezma;Total;2016;785
18067 Diezma;Total;2015;780
18067 Diezma;Total;2014;766
18067 Diezma;Total;2013;776
18067 Diezma;Total;2012;775
18067 Diezma;Total;2011;784
18067 Diezma;Total;2010;786
18067 Diezma;Total;2009;816
18067 Diezma;Total;2008;839
18067 Diezma;Total;2007;830
18067 Diezma;Total;2006;837
18067 Diezma;Total;2005;860
18067 Diezma;Total;2004;836
18067 Diezma;Total;2003;864
18067 Diezma;Total;2002;859
18067 Diezma;Total;2001;883
18067 Diezma;Total;2000;907
18067 Diezma;Total;1999;941
18067 Diezma;Total;1998;945
18067 Diezma;Total;1997;""
18067 Diezma;Total;1996;981
18067 Diezma;Hombres;2022;411
18067 Diezma;Hombres;2021;416
18067 Diezma;Hombres;2020;406
18067 Diezma;Hombres;2019;402
18067 Diezma;Hombres;2018;391
18067 Diezma;Hombres;2017;396
18067 Diezma;Hombres;2016;403
18067 Diezma;Hombres;2015;395
18067 Diezma;Hombres;2014;387
18067 Diezma;Hombres;2013;397
18067 Diezma;Hombres;2012;399
18067 Diezma;Hombres;2011;409
18067 Diezma;Hombres;2010;409
18067 Diezma;Hombres;2009;427
18067 Diezma;Hombres;2008;437
18067 Diezma;Hombres;2007;435
18067 Diezma;Hombres;2006;443
18067 Diezma;Hombres;2005;453
18067 Diezma;Hombres;2004;438
18067 Diezma;Hombres;2003;457
18067 Diezma;Hombres;2002;458
18067 Diezma;Hombres;2001;469
18067 Diezma;Hombres;2000;476
18067 Diezma;Hombres;1999;491
18067 Diezma;Hombres;1998;496
18067 Diezma;Hombres;1997;""
18067 Diezma;Hombres;1996;518
18067 Diezma;Mujeres;2022;352
18067 Diezma;Mujeres;2021;360
18067 Diezma;Mujeres;2020;358
18067 Diezma;Mujeres;2019;362
18067 Diezma;Mujeres;2018;364
18067 Diezma;Mujeres;2017;379
18067 Diezma;Mujeres;2016;382
18067 Diezma;Mujeres;2015;385
18067 Diezma;Mujeres;2014;379
18067 Diezma;Mujeres;2013;379
18067 Diezma;Mujeres;2012;376
18067 Diezma;Mujeres;2011;375
18067 Diezma;Mujeres;2010;377
18067 Diezma;Mujeres;2009;389
18067 Diezma;Mujeres;2008;402
18067 Diezma;Mujeres;2007;395
18067 Diezma;Mujeres;2006;394
18067 Diezma;Mujeres;2005;407
18067 Diezma;Mujeres;2004;398
18067 Diezma;Mujeres;2003;407
18067 Diezma;Mujeres;2002;401
18067 Diezma;Mujeres;2001;414
18067 Diezma;Mujeres;2000;431
18067 Diezma;Mujeres;1999;450
18067 Diezma;Mujeres;1998;449
18067 Diezma;Mujeres;1997;""
18067 Diezma;Mujeres;1996;463
18068 Dílar;Total;2022;2.188
18068 Dílar;Total;2021;2.137
18068 Dílar;Total;2020;2.092
18068 Dílar;Total;2019;2.054
18068 Dílar;Total;2018;2.032
18068 Dílar;Total;2017;1.959
18068 Dílar;Total;2016;1.910
18068 Dílar;Total;2015;1.838
18068 Dílar;Total;2014;1.825
18068 Dílar;Total;2013;1.743
18068 Dílar;Total;2012;1.821
18068 Dílar;Total;2011;1.757
18068 Dílar;Total;2010;1.727
18068 Dílar;Total;2009;1.728
18068 Dílar;Total;2008;1.680
18068 Dílar;Total;2007;1.638
18068 Dílar;Total;2006;1.600
18068 Dílar;Total;2005;1.620
18068 Dílar;Total;2004;1.581
18068 Dílar;Total;2003;1.472
18068 Dílar;Total;2002;1.362
18068 Dílar;Total;2001;1.415
18068 Dílar;Total;2000;1.474
18068 Dílar;Total;1999;1.510
18068 Dílar;Total;1998;1.511
18068 Dílar;Total;1997;""
18068 Dílar;Total;1996;1.555
18068 Dílar;Hombres;2022;1.096
18068 Dílar;Hombres;2021;1.069
18068 Dílar;Hombres;2020;1.053
18068 Dílar;Hombres;2019;1.032
18068 Dílar;Hombres;2018;1.017
18068 Dílar;Hombres;2017;997
18068 Dílar;Hombres;2016;960
18068 Dílar;Hombres;2015;920
18068 Dílar;Hombres;2014;911
18068 Dílar;Hombres;2013;864
18068 Dílar;Hombres;2012;905
18068 Dílar;Hombres;2011;878
18068 Dílar;Hombres;2010;873
18068 Dílar;Hombres;2009;868
18068 Dílar;Hombres;2008;836
18068 Dílar;Hombres;2007;804
18068 Dílar;Hombres;2006;786
18068 Dílar;Hombres;2005;803
18068 Dílar;Hombres;2004;779
18068 Dílar;Hombres;2003;724
18068 Dílar;Hombres;2002;671
18068 Dílar;Hombres;2001;696
18068 Dílar;Hombres;2000;732
18068 Dílar;Hombres;1999;742
18068 Dílar;Hombres;1998;744
18068 Dílar;Hombres;1997;""
18068 Dílar;Hombres;1996;772
18068 Dílar;Mujeres;2022;1.092
18068 Dílar;Mujeres;2021;1.068
18068 Dílar;Mujeres;2020;1.039
18068 Dílar;Mujeres;2019;1.022
18068 Dílar;Mujeres;2018;1.015
18068 Dílar;Mujeres;2017;962
18068 Dílar;Mujeres;2016;950
18068 Dílar;Mujeres;2015;918
18068 Dílar;Mujeres;2014;914
18068 Dílar;Mujeres;2013;879
18068 Dílar;Mujeres;2012;916
18068 Dílar;Mujeres;2011;879
18068 Dílar;Mujeres;2010;854
18068 Dílar;Mujeres;2009;860
18068 Dílar;Mujeres;2008;844
18068 Dílar;Mujeres;2007;834
18068 Dílar;Mujeres;2006;814
18068 Dílar;Mujeres;2005;817
18068 Dílar;Mujeres;2004;802
18068 Dílar;Mujeres;2003;748
18068 Dílar;Mujeres;2002;691
18068 Dílar;Mujeres;2001;719
18068 Dílar;Mujeres;2000;742
18068 Dílar;Mujeres;1999;768
18068 Dílar;Mujeres;1998;767
18068 Dílar;Mujeres;1997;""
18068 Dílar;Mujeres;1996;783
18069 Dólar;Total;2022;614
18069 Dólar;Total;2021;637
18069 Dólar;Total;2020;628
18069 Dólar;Total;2019;622
18069 Dólar;Total;2018;621
18069 Dólar;Total;2017;638
18069 Dólar;Total;2016;631
18069 Dólar;Total;2015;621
18069 Dólar;Total;2014;619
18069 Dólar;Total;2013;612
18069 Dólar;Total;2012;623
18069 Dólar;Total;2011;620
18069 Dólar;Total;2010;618
18069 Dólar;Total;2009;611
18069 Dólar;Total;2008;610
18069 Dólar;Total;2007;582
18069 Dólar;Total;2006;576
18069 Dólar;Total;2005;592
18069 Dólar;Total;2004;586
18069 Dólar;Total;2003;591
18069 Dólar;Total;2002;595
18069 Dólar;Total;2001;603
18069 Dólar;Total;2000;613
18069 Dólar;Total;1999;629
18069 Dólar;Total;1998;643
18069 Dólar;Total;1997;""
18069 Dólar;Total;1996;645
18069 Dólar;Hombres;2022;325
18069 Dólar;Hombres;2021;345
18069 Dólar;Hombres;2020;336
18069 Dólar;Hombres;2019;333
18069 Dólar;Hombres;2018;337
18069 Dólar;Hombres;2017;338
18069 Dólar;Hombres;2016;335
18069 Dólar;Hombres;2015;323
18069 Dólar;Hombres;2014;325
18069 Dólar;Hombres;2013;313
18069 Dólar;Hombres;2012;326
18069 Dólar;Hombres;2011;323
18069 Dólar;Hombres;2010;321
18069 Dólar;Hombres;2009;310
18069 Dólar;Hombres;2008;306
18069 Dólar;Hombres;2007;297
18069 Dólar;Hombres;2006;294
18069 Dólar;Hombres;2005;300
18069 Dólar;Hombres;2004;295
18069 Dólar;Hombres;2003;294
18069 Dólar;Hombres;2002;292
18069 Dólar;Hombres;2001;296
18069 Dólar;Hombres;2000;298
18069 Dólar;Hombres;1999;305
18069 Dólar;Hombres;1998;315
18069 Dólar;Hombres;1997;""
18069 Dólar;Hombres;1996;318
18069 Dólar;Mujeres;2022;289
18069 Dólar;Mujeres;2021;292
18069 Dólar;Mujeres;2020;292
18069 Dólar;Mujeres;2019;289
18069 Dólar;Mujeres;2018;284
18069 Dólar;Mujeres;2017;300
18069 Dólar;Mujeres;2016;296
18069 Dólar;Mujeres;2015;298
18069 Dólar;Mujeres;2014;294
18069 Dólar;Mujeres;2013;299
